area,is_house,has_pool,age,price,lat,lon,rooms,cluster_id,direccion
61.03735640524099,0,0,13.0,482.0,40.7178180934389,-74.0088558812103,2.0,0,"60 Hudson Street, 60, Hudson Street, Tribeca, Manhattan, Condado de Nueva York, Nueva York, 10014, Estados Unidos de América"
140.0,1,0,13.0,250.0,-34.55477986050988,-58.35307479446712,4.0,-1,Argentina
138.0,0,1,6.0,255.0,-34.55627761741919,-58.33316907770323,4.0,16,Argentina
53.97671852579151,0,0,9.0,397.0,40.70563045558001,-74.02457227953127,2.0,4,"Battery Park City Greenway, Battery Park City, Manhattan, Condado de Nueva York, Nueva York, 10280, Estados Unidos de América"
94.01796755266952,0,0,8.0,686.0,40.70784218600212,-74.03137113039966,3.0,17,"Hudson River Waterfront Walkway, Colgate Center, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
104.9805368918148,0,0,5.0,814.0,40.72031176659963,-73.99659479457425,3.0,18,"381, Broome Street, Lower East Side, Little Italy, Manhattan, Condado de Nueva York, Nueva York, 10013, Estados Unidos de América"
61.96638770516856,0,0,10.0,455.0,40.69827215461736,-73.97514378809244,2.0,19,"1, Flushing Avenue, Brooklyn Navy Yard, Brooklyn, Kings County, Nueva York, 11205, Estados Unidos de América"
98.0,1,1,7.0,207.0,-34.64188007852373,-58.45264397551888,3.0,-1,"1188, Rivera Indarte, Bajo Flores, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina"
74.97282590415446,1,0,13.0,693.0,40.68786707611936,-74.02508509829303,1.0,20,"999, Craig Road North, Colonels Row, Manhattan, Condado de Nueva York, Nueva York, 10004, Estados Unidos de América"
119.0,0,0,8.0,242.0,-34.59732282701976,-58.37190554558401,4.0,21,"Metrobus del Bajo, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1001AAQ, Argentina"
121.98180968048923,0,0,4.0,1220.0,40.7110743947741,-74.00530739170945,4.0,9,"8 Spruce Street, 8, Spruce Street, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10038, Estados Unidos de América"
131.0,0,0,8.0,255.0,-34.60894868372801,-58.470744839810735,4.0,-1,"2172, Alejandro Magariños Cervantes, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416AJH, Argentina"
51.003818366023296,1,0,13.0,461.0,40.67181659171211,-74.02645581403672,2.0,22,"Red Hook, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
74.0,1,0,10.0,144.0,-34.6186315573452,-58.39675291635693,2.0,23,"2152, Avenida Independencia, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1225AAQ, Argentina"
102.0,1,0,14.0,176.0,-34.609664326557166,-58.45950791673753,3.0,24,"1426, Almirante Francisco José Seguí, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1416DJW, Argentina"
98.01280214235808,0,0,13.0,707.0,40.71202737405175,-74.03225647128373,3.0,17,"Hudson River Waterfront Walkway, Colgate Center, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
79.0,1,0,16.0,147.0,-34.6636095062096,-58.42986586485012,2.0,25,"2562, Ferré, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437FUW, Argentina"
52.0,1,1,6.0,378.0,-34.603396429061654,-58.3816270846006,2.0,26,"Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAY, Argentina"
68.00509115469772,0,0,10.0,497.0,40.73327662634272,-74.02292923515668,2.0,27,"Hoboken Newport Walkway- Hudson River Waterfront Walkway, Downtown, Hoboken, Condado de Hudson, Nueva Jersey, 07030, Estados Unidos de América"
110.0,1,0,9.0,216.0,-34.58550537023762,-58.46132173308809,3.0,-1,"Stephenson, Villa Ortúzar, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, 1427, Argentina"
201.0,0,0,12.0,410.0,-34.60618062004655,-58.389308010623,5.0,5,"237, Montevideo, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1019, Argentina"
95.96893328251744,1,0,18.0,879.0,40.75214852733196,-74.00201609853491,3.0,28,"High Line, Hudson Yards, Chelsea District, Manhattan, Condado de Nueva York, Nueva York, 10199, Estados Unidos de América"
96.0,0,0,5.0,166.0,-34.5798665083263,-58.29894003431882,3.0,29,Argentina
95.96893328251744,0,0,13.0,697.0,40.69005113743344,-73.97087491730886,3.0,30,"Public School 20, Clermont Avenue, Fort Greene, Brooklyn, Kings County, Nueva York, 11205, Estados Unidos de América"
95.0,1,0,10.0,190.0,-34.611986045745994,-58.41579929725527,3.0,-1,"3532, Don Bosco, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1204AAO, Argentina"
51.003818366023296,0,0,8.0,396.0,40.70134243019882,-74.01225037189322,2.0,31,"Battery Maritime Building, 10, South Street, Whitehall, Manhattan, Condado de Nueva York, Nueva York, 10004, Estados Unidos de América"
154.96242082791778,0,0,6.0,1195.0,40.70129718316698,-74.001766077921,4.0,32,"Pier 2, Brooklyn Bridge Park Greenway, Dumbo, Brooklyn, Kings County, Nueva York, 11201, Estados Unidos de América"
80.0,1,0,13.0,148.0,-34.626940377933686,-58.40332347643339,2.0,13,"2748, Constitución, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1246, Argentina"
61.03735640524099,0,0,6.0,451.0,40.719244569451774,-73.963777314027,2.0,33,"1, North 4th Street, Williamsburg, Brooklyn, Kings County, Nueva York, 11249, Estados Unidos de América"
107.0,1,0,13.0,185.0,-34.64792122720067,-58.3662814161016,3.0,-1,"2020, Hernandarias, La Boca, Buenos Aires, Distrito de Las Artes, Comuna 4, Ciudad Autónoma de Buenos Aires, 1168, Argentina"
68.00509115469772,0,0,8.0,506.0,40.69132188104665,-73.9655695592159,2.0,30,"224, Hall Street, Clinton Hill, Brooklyn, Kings County, Nueva York, 11205, Estados Unidos de América"
73.0,1,1,12.0,139.0,-34.61667610938318,-58.30918854153366,2.0,34,Argentina
57.04252181555247,0,0,11.0,422.0,40.67797306576153,-73.99689253095649,1.0,35,"125, 4th Place, Carroll Gardens, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
78.03862919391543,0,0,11.0,563.0,40.672378356048064,-74.0266174858059,2.0,22,"Red Hook, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
64.0102565650092,0,0,7.0,481.0,40.67377126624984,-74.00629893138534,2.0,36,"838, Hicks Street, Red Hook Houses, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
52.02575279594362,1,0,15.0,618.0,40.71121447497297,-74.0055876696833,2.0,9,"8 Spruce Street, 8, Spruce Street, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10038, Estados Unidos de América"
166.0178932970558,0,1,12.0,1367.0,40.7038377352948,-73.96809168425452,5.0,37,"Railroad Avenue, Brooklyn Navy Yard, Brooklyn, Kings County, Nueva York, 11251, Estados Unidos de América"
163.04499313728758,0,0,12.0,1227.0,40.7078433547854,-73.99353051799686,5.0,1,"FDR Drive, Two Bridges, Manhattan Community Board 3, Manhattan, Condado de Nueva York, Nueva York, 10038, Estados Unidos de América"
95.03990198258984,0,0,5.0,712.0,40.66581448044283,-74.0116215906916,3.0,38,"Columbia Street, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
44.96511491649413,0,0,8.0,337.0,40.71931736816643,-74.01308168084476,1.0,0,"Hudson River Park Esplanade, Tribeca, Manhattan, Condado de Nueva York, Nueva York, 10282, Estados Unidos de América"
67.0,0,0,8.0,116.0,-34.59086133975176,-58.38460694621666,2.0,39,"1438, Avenida Alvear, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 6660, Argentina"
106.0,0,0,12.0,193.0,-34.59285285927254,-58.38580882379287,2.0,39,"1296, Juncal, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1014, Argentina"
99.96376787220596,0,0,6.0,751.0,40.70244837271499,-74.03398758482811,3.0,40,"Honorable William Wall, Hudson River Waterfront Walkway, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
69.02702558461804,0,0,8.0,516.0,40.707303115573644,-74.02545063656234,2.0,4,"Colgate Center, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
140.00501689908398,0,0,5.0,1350.0,40.711722549675976,-74.00423834214916,4.0,9,"Brooklyn Bridge Promenade, Two Bridges, Manhattan Community Board 3, Manhattan, Condado de Nueva York, Nueva York, 10038, Estados Unidos de América"
123.00374411040956,1,1,10.0,1262.0,40.69961701068264,-73.95840602718546,4.0,-1,"77, Wallabout Street, Clinton Hill, Brooklyn, Kings County, Nueva York, 11249, Estados Unidos de América"
124.0,0,0,8.0,190.0,-34.5397777453872,-58.43759190132807,4.0,41,"Plaza Seca, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428EIS, Argentina"
40.04124902687804,0,0,3.0,423.0,40.71183729916296,-74.0048798148068,1.0,9,"Park Row, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10000, Estados Unidos de América"
135.0,0,0,15.0,299.0,-34.60140884797462,-58.38690814020167,4.0,42,"618, Uruguay, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1138, Argentina"
99.0,1,1,7.0,229.0,-34.60583919554468,-58.40359108770876,3.0,43,"340, Paso, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1046AAR, Argentina"
87.0,0,0,11.0,175.0,-34.59701843489766,-58.38640967463597,2.0,42,"1358, Marcelo T. de Alvear, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1010, Argentina"
115.0140749310325,0,0,14.0,836.0,40.716142575999335,-74.02388540756205,4.0,44,"Battery Park City Greenway, Battery Park City, Manhattan, Condado de Nueva York, Nueva York, 10285, Estados Unidos de América"
56.0,1,1,16.0,102.0,-34.52716451607854,-58.35418094390485,2.0,-1,Argentina
75.0,1,1,13.0,155.0,-34.54738023389565,-58.42105282342908,2.0,45,"Bicisenda Costanera, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1428DUB, Argentina"
112.0,1,0,10.0,210.0,-34.5645724851946,-58.37005940663499,3.0,-1,"Barrio YPF, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1104, Argentina"
102.0076367320466,0,0,12.0,744.0,40.69050395581744,-73.99584994636798,3.0,46,"120, Atlantic Avenue, Cobble Hill Historic District, Brooklyn, Kings County, Nueva York, 11201, Estados Unidos de América"
102.0076367320466,0,0,4.0,773.0,40.67182083689431,-73.97213049504994,3.0,47,"849, Carroll Street, Park Slope, Brooklyn, Kings County, Nueva York, 11215, Estados Unidos de América"
50.0,1,1,15.0,99.0,-34.527893050625195,-58.33535081327279,2.0,-1,Argentina
60.01542197532068,0,1,7.0,508.0,40.74161521850638,-74.00108421432812,2.0,48,"270, West 17th Street, Chelsea, Manhattan Community Board 4, Manhattan, Condado de Nueva York, Nueva York, 10011, Estados Unidos de América"
66.0,1,0,11.0,115.0,-34.56195296529139,-58.388037154331066,2.0,-1,"La Containera, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1425CKB, Argentina"
64.0102565650092,0,0,6.0,479.0,40.75039658075027,-74.00825450935261,2.0,49,"12th Avenue, Manhattan Community Board 4, Manhattan, Condado de Nueva York, Nueva York, 10199, Estados Unidos de América"
86.95732967322004,0,0,12.0,636.0,40.67862393807643,-73.99713093813726,2.0,35,"105, 3rd Place, Carroll Gardens, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
113.0,1,0,17.0,189.0,-34.66536640037226,-58.36089229227994,3.0,-1,"26, General Paz, Crucecita, Avellaneda, Partido de Avellaneda, Buenos Aires, 1870, Argentina"
104.0,1,0,16.0,193.0,-34.55736612530671,-58.332732345422265,3.0,16,Argentina
99.0,0,0,3.0,245.0,-34.596663639352975,-58.38005076737392,3.0,50,"Bisonte Palace Hotel, Marcelo T. de Alvear, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1057, Argentina"
136.0,1,0,15.0,259.0,-34.62930916579346,-58.39054493517567,4.0,51,"1786, Brasil, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1134, Argentina"
114.0,1,0,9.0,222.0,-34.62169430186476,-58.42247049245244,3.0,11,"811, Quintino Bocayuva, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1126AAR, Argentina"
109.99730591142364,0,1,8.0,914.0,40.757624623006606,-74.0173077188167,3.0,52,"Lincoln Harbor Yacht Club, Hudson River Waterfront Walkway, Lincoln Harbor, Weehawken, Condado de Hudson, Nueva Jersey, 07086, Estados Unidos de América"
79.9895949237633,0,0,12.0,590.0,40.72649798811516,-74.01444042431994,2.0,-1,"Hudson River Greenway, Hudson Square, Manhattan, Condado de Nueva York, Nueva York, 10005, Estados Unidos de América"
68.0,0,0,13.0,130.0,-34.61445783491645,-58.37572042423152,2.0,53,"Venezuela, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1068AAB, Argentina"
113.99214050111216,0,0,12.0,820.0,40.759425735288616,-74.01697999931856,3.0,52,"CP Mid, Hudson River Waterfront Walkway, Lincoln Harbor, Weehawken, Condado de Hudson, Nueva Jersey, 07086, Estados Unidos de América"
99.96376787220596,0,0,3.0,771.0,40.694820489538856,-74.02960906497148,3.0,54,"Colgate Center, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
79.0,1,0,16.0,145.0,-34.54236720438554,-58.332885725476174,2.0,-1,Argentina
70.97799131446594,0,0,7.0,615.0,40.71149193114883,-74.00294070478255,1.0,9,"Rose Street, Civic Center, Manhattan, Condado de Nueva York, Nueva York, 10038, Estados Unidos de América"
98.0,1,1,17.0,192.0,-34.6184820931652,-58.34095479634122,3.0,55,"Camino de los Sauces, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107CND, Argentina"
116.03600936095282,0,0,8.0,855.0,40.69553399880258,-74.01376315008253,2.0,56,"Brooklyn-Battery Tunnel, Whitehall, Manhattan, Condado de Nueva York, Nueva York, 10004, Estados Unidos de América"
67.0,1,0,9.0,127.0,-34.65050102121263,-58.34232453995716,1.0,57,"1383, Juan de Ayolas, Dock Sud, Partido de Avellaneda, Buenos Aires, 1871, Argentina"
69.95605688454562,0,0,12.0,506.0,40.75759768652151,-74.03588503136531,2.0,58,"21, 10th Street, Union City, Condado de Hudson, Nueva Jersey, 07087, Estados Unidos de América"
100.98570230212628,0,0,5.0,762.0,40.67259285688717,-73.97015585034812,3.0,47,"Prospect Heights, Brooklyn, Kings County, Nueva York, 11238, Estados Unidos de América"
57.0,1,0,13.0,111.0,-34.58449260965327,-58.35525674475005,2.0,59,Argentina
106.00247132173511,0,0,8.0,836.0,40.71664538886,-73.96497993498724,3.0,33,"48C, North 1st Street, Williamsburg, Brooklyn, Kings County, Nueva York, 11249, Estados Unidos de América"
100.0,1,0,15.0,173.0,-34.57361245035254,-58.34569191946534,3.0,60,Argentina
108.04634018157576,0,0,8.0,821.0,40.69670531423145,-74.0100245629561,2.0,56,"East River Greenway, Whitehall, Manhattan, Condado de Nueva York, Nueva York, 10004, Estados Unidos de América"
120.95987525056891,0,0,8.0,1245.0,40.71433395018743,-74.00606052646702,3.0,9,"Sun Building, 280, Broadway, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10007, Estados Unidos de América"
138.0,1,0,20.0,244.0,-34.63995899504035,-58.40113280145359,4.0,61,"Parrilla, Lavardén, Parque Patricios, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437FBG, Argentina"
129.04244755993872,0,0,1.0,1051.0,40.72833807766527,-73.97789099634824,4.0,62,"620, East 13th Street, Manhattan Community Board 3, Manhattan, Condado de Nueva York, Nueva York, 10009, Estados Unidos de América"
70.97799131446594,0,0,4.0,535.0,40.679067116296814,-73.9699901204788,2.0,63,"179, Saint Marks Avenue, Prospect Heights, Brooklyn, Kings County, Nueva York, 11238, Estados Unidos de América"
176.0,1,0,17.0,304.0,-34.54534516189391,-58.41725483944615,5.0,45,"Bicisenda Costanera, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1428DUB, Argentina"
92.99603312274922,0,0,14.0,671.0,40.70280186269815,-74.03877263446923,3.0,40,"Honorable William Wall, Hudson River Waterfront Walkway, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
98.0,0,0,8.0,232.0,-34.59152110442287,-58.38967177477458,3.0,39,"1617, Rodríguez Peña, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, 6660, Argentina"
99.0,1,0,15.0,185.0,-34.5932983392886,-58.41414764779076,3.0,64,"1460, Avenida Coronel Díaz, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1180ACD, Argentina"
111.0,0,0,5.0,217.0,-34.615410941037986,-58.39012685958929,3.0,65,"1685, México, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1110AAK, Argentina"
138.0,0,0,8.0,209.0,-34.55147199550444,-58.33237662042362,4.0,-1,Argentina
98.0,1,0,11.0,186.0,-34.64185122400002,-58.38379603678256,3.0,66,"Hospital Neruropsiquiátrico Braulio A. Moyano, Avenida Suárez, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1287ABI, Argentina"
96.0,0,0,5.0,169.0,-34.61952529126141,-58.43582889682919,2.0,67,"110, Avenida José María Moreno, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1424CCL, Argentina"
129.9714788598663,0,0,7.0,979.0,40.68241708011237,-74.00462355472597,3.0,68,"68, Summit Street, Columbia Street Waterfront District, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
126.99857870009808,0,0,15.0,923.0,40.74274572722728,-74.00363555442743,4.0,48,"363, West 17th Street, Manhattan Community Board 4, Manhattan, Condado de Nueva York, Nueva York, 10011, Estados Unidos de América"
61.96638770516856,0,0,13.0,444.0,40.67030360957615,-73.98068501519131,2.0,69,"400, 4th Street, Park Slope, Brooklyn, Kings County, Nueva York, 11215, Estados Unidos de América"
91.0,0,1,7.0,168.0,-34.65778928150408,-58.37185576033775,2.0,70,"RP36, Avellaneda, Partido de Avellaneda, Buenos Aires, 1870, Argentina"
61.96638770516856,0,0,4.0,470.0,40.66765664488727,-73.99799314202842,2.0,71,"Hamilton Avenue, Brooklyn, Kings County, Nueva York, 11231, Estados Unidos de América"
74.0,0,0,11.0,130.0,-34.58761736317884,-58.4005292561697,2.0,72,"Edificio Town House, 2552, José A. Pacheco de Melo, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425AVL, Argentina"
78.0,0,1,11.0,152.0,-34.588302536295984,-58.3701786055483,2.0,73,"Letonia, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1104BEN, Argentina"
91.04506739290132,0,0,8.0,668.0,40.69798736663166,-74.04637167189654,2.0,74,"Pasarela Frontal del Rio Hudson, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07303, Estados Unidos de América"
74.97282590415446,0,0,11.0,552.0,40.67650801575509,-73.96953345142468,2.0,63,"656, Vanderbilt Avenue, Prospect Heights, Brooklyn, Kings County, Nueva York, 11238, Estados Unidos de América"
109.99730591142364,0,1,8.0,1464.0,40.7123548654344,-74.0064067281479,3.0,9,"Nathan Hale, Steve Flanders Square, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10000, Estados Unidos de América"
56.0,0,1,2.0,125.0,-34.63784043327181,-58.40609867498178,2.0,75,"3028, Avenida Caseros, Parque Patricios, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1242AAV, Argentina"
130.0,1,0,13.0,229.0,-34.51995584248966,-58.35525354183303,4.0,-1,Argentina
57.04252181555247,0,0,6.0,431.0,40.74150365335903,-74.04578446648694,2.0,76,"392, Palisade Avenue, The Heights, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07087, Estados Unidos de América"
86.02829837329249,1,0,13.0,793.0,40.71619009142467,-74.03438252933665,2.0,77,"Hudson Street, Downtown Jersey City, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
82.03346378360395,0,0,2.0,645.0,40.75615030544159,-73.98526312679368,2.0,-1,"4 Times Square, 4, Times Square, Theater District, Times Square, Manhattan, Condado de Nueva York, Nueva York, 10036, Estados Unidos de América"
88.0,1,0,12.0,178.0,-34.5849292417386,-58.381593915202885,1.0,-1,"Islas Galápagos, Barrio YPF, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1104, Argentina"
67.0,1,1,14.0,137.0,-34.60103075240538,-58.36082054003359,2.0,78,"Camino de los Lagartos, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107BLF, Argentina"
103.0,1,0,19.0,203.0,-34.59722077196493,-58.36546478117447,3.0,79,"Cecilia Grierson, Retiro, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107CCC, Argentina"
67.0,1,0,18.0,119.0,-34.56422504174719,-58.31627615601354,2.0,-1,Argentina
95.96893328251744,0,0,1.0,784.0,40.71913935413911,-73.96137659316851,3.0,33,"76, North 6th Street, Williamsburg, Brooklyn, Kings County, Nueva York, 11249, Estados Unidos de América"
125.97664427017776,0,1,11.0,1240.0,40.71556876398939,-74.00588449757926,4.0,0,"FedEx, Duane Street, Lower Manhattan, Manhattan, Condado de Nueva York, Nueva York, 10013, Estados Unidos de América"
93.0,0,0,4.0,180.0,-34.60508362128149,-58.357423395549645,3.0,80,"Camino de los Lagartos, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107BLF, Argentina"
73.02186017430658,0,0,2.0,602.0,40.72536615228916,-74.00515947611862,1.0,81,"The Dominick, 246, Spring Street, Hudson Square, Manhattan, Condado de Nueva York, Nueva York, 10013, Estados Unidos de América"
123.00374411040956,1,0,13.0,1128.0,40.683223740666456,-74.04873172499653,4.0,82,"Ciudad de Jersey, Condado de Hudson, Nueva Jersey, Estados Unidos de América"
94.01796755266952,0,0,8.0,700.0,40.75237857507617,-74.01050199748705,3.0,49,"Lackawanna Railroad Barge, Hudson River Park Esplanade, Hudson Yards, Manhattan Community Board 4, Manhattan, Condado de Nueva York, Nueva York, 10199, Estados Unidos de América"
89.00119853306069,0,0,6.0,666.0,40.71658292838012,-74.03047542187524,2.0,77,"South Pier, Hudson River Waterfront Walkway, Downtown Jersey City, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07311, Estados Unidos de América"
81.01152935368363,1,0,14.0,747.0,40.70954842701702,-73.96462768423437,2.0,83,"111, South 8th Street, Williamsburg, Brooklyn, Kings County, Nueva York, 11249, Estados Unidos de América"
118.0,1,0,11.0,214.0,-34.67202908862902,-58.43188642711857,4.0,-1,"Carlos Pellegrini, Villa Jardín, Lanús Oeste, Partido de Lanús, Buenos Aires, C1437FVD, Argentina"
57.0,0,0,6.0,95.0,-34.594260881973284,-58.36148620228475,1.0,79,"Yacht Club Argentino, Camino de los Alisos, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1107, Argentina"
130.99341328978662,0,0,5.0,987.0,40.704879834394816,-74.05823818951578,4.0,-1,"234, Phillip Street, Communipaw, Ciudad de Jersey, Condado de Hudson, Nueva Jersey, 07305, Estados Unidos de América"
